Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
2012,London,Judo,Judo,BRA,Men,- 60 KG,Bronze,"KITADAI, Felipe"
2012,London,Judo,Judo,BRA,Women,- 48 KG,Gold,"MENEZES, Sarah"
2012,London,Judo,Judo,BRA,Women,70 - 78KG,Bronze,"AGUIAR, Mayra"
2012,London,Judo,Judo,CAN,Men,73 - 81KG,Bronze,"VALOIS-FORTIER, Antoine"
2012,London,Judo,Judo,CHN,Women,+ 78KG,Bronze,"TONG, Wen"
2012,London,Judo,Judo,CHN,Women,57 - 63KG,Silver,"XU, Lili"
2012,London,Judo,Judo,COL,Women,63 - 70KG,Bronze,"ALVEAR, Yuri"
2012,London,Judo,Judo,CUB,Men,81 - 90KG,Silver,"GONZALEZ, Asley"
2012,London,Judo,Judo,CUB,Women,+ 78KG,Gold,"ORTIZ, Idalys"
2012,London,Judo,Judo,CUB,Women,48 - 52KG,Silver,"BERMOY ACOSTA, Yanet"
2012,London,Judo,Judo,FRA,Men,+ 100KG,Gold,"RINER, Teddy"
2012,London,Judo,Judo,FRA,Men,66 - 73KG,Bronze,"LEGRAND, Ugo"
2012,London,Judo,Judo,FRA,Women,48 - 52KG,Bronze,"GNETO, Priscilla"
2012,London,Judo,Judo,FRA,Women,52 - 57KG,Bronze,"PAVIA, Automne"
2012,London,Judo,Judo,FRA,Women,57 - 63KG,Bronze,"EMANE, Gevrise"
2012,London,Judo,Judo,FRA,Women,63 - 70KG,Gold,"DECOSSE, Lucie"
2012,London,Judo,Judo,FRA,Women,70 - 78KG,Bronze,"TCHEUMEO, Audrey"
2012,London,Judo,Judo,GBR,Women,+ 78KG,Bronze,"BRYANT, Karina"
2012,London,Judo,Judo,GBR,Women,70 - 78KG,Silver,"GIBBONS, Gemma"
2012,London,Judo,Judo,GEO,Men,60 - 66KG,Gold,"SHAVDATUASHVILI, Lasha"
2012,London,Judo,Judo,GER,Men,+ 100KG,Bronze,"TOELZER, Andreas"
2012,London,Judo,Judo,GER,Men,73 - 81KG,Silver,"BISCHOF, Ole"
2012,London,Judo,Judo,GER,Men,90 - 100KG,Bronze,"PETERS, Dimitri"
2012,London,Judo,Judo,GER,Women,63 - 70KG,Silver,"THIELE, Kerstin"
2012,London,Judo,Judo,GRE,Men,81 - 90KG,Bronze,"ILIADIS, Ilias"
2012,London,Judo,Judo,HUN,Men,60 - 66KG,Silver,"UNGVARI, Miklos"
2012,London,Judo,Judo,HUN,Women,- 48 KG,Bronze,"CSERNOVICZKI, Eva"
2012,London,Judo,Judo,ITA,Women,48 - 52KG,Bronze,"FORCINITI, Rosalba"
2012,London,Judo,Judo,JPN,Men,- 60 KG,Silver,"HIRAOKA, Hiroaki"
2012,London,Judo,Judo,JPN,Men,60 - 66KG,Bronze,"EBINUMA, Masashi"
2012,London,Judo,Judo,JPN,Men,66 - 73KG,Silver,"NAKAYA, Riki"
2012,London,Judo,Judo,JPN,Men,81 - 90KG,Bronze,"NISHIYAMA, Masashi"
2012,London,Judo,Judo,JPN,Women,+ 78KG,Silver,"SUGIMOTO, Mika"
2012,London,Judo,Judo,JPN,Women,52 - 57KG,Gold,"MATSUMOTO, Kaori"
2012,London,Judo,Judo,JPN,Women,57 - 63KG,Bronze,"UENO, Yoshie"
2012,London,Judo,Judo,KOR,Men,60 - 66KG,Bronze,"CHO, Jun-Ho"
2012,London,Judo,Judo,KOR,Men,73 - 81KG,Gold,"KIM, Jae-Bum"
2012,London,Judo,Judo,KOR,Men,81 - 90KG,Gold,"SONG, Dae-Nam"
2012,London,Judo,Judo,MGL,Men,66 - 73KG,Bronze,"SAINJARGAL, Nyam-Ochir"
2012,London,Judo,Judo,MGL,Men,90 - 100KG,Silver,"NAIDAN, Tuvshinbayar"
2012,London,Judo,Judo,NED,Men,90 - 100KG,Bronze,"GROL, Henk"
2012,London,Judo,Judo,NED,Women,63 - 70KG,Bronze,"BOSCH, Edith"
2012,London,Judo,Judo,PRK,Women,48 - 52KG,Gold,"AN, Kum Ae"
2012,London,Judo,Judo,ROU,Women,- 48 KG,Silver,"DUMITRU, Alina"
2012,London,Judo,Judo,ROU,Women,52 - 57KG,Silver,"CAPRIORIU, Corina"
2012,London,Judo,Judo,RUS,Men,+ 100KG,Silver,"MIKHAYLIN, Alexander"
2012,London,Judo,Judo,RUS,Men,- 60 KG,Gold,"GALSTYAN, Arsen"
2012,London,Judo,Judo,RUS,Men,66 - 73KG,Gold,"ISAEV, Mansur"
2012,London,Judo,Judo,RUS,Men,73 - 81KG,Bronze,"NIFONTOV, Ivan"
2012,London,Judo,Judo,RUS,Men,90 - 100KG,Gold,"KHAIBULAEV, Tagir"
2012,London,Judo,Judo,SLO,Women,57 - 63KG,Gold,"ZOLNIR, Urska"
2012,London,Judo,Judo,USA,Women,52 - 57KG,Bronze,"MALLOY, Marti"
2012,London,Judo,Judo,USA,Women,70 - 78KG,Gold,"HARRISON, Kayla"
2012,London,Judo,Judo,UZB,Men,- 60 KG,Bronze,"SOBIROV, Rishod"
2012,London,Modern Pentathlon,Modern Pentathlon,BRA,Women,Individual,Bronze,"MARQUES, Yane"
2012,London,Modern Pentathlon,Modern Pentathlon,CHN,Men,Individual,Silver,"CAO, Zhongrong"
2012,London,Modern Pentathlon,Modern Pentathlon,CZE,Men,Individual,Gold,"SVOBODA, David"
2012,London,Modern Pentathlon,Modern Pentathlon,GBR,Women,Individual,Silver,"MURRAY, Samantha"
2012,London,Modern Pentathlon,Modern Pentathlon,HUN,Men,Individual,Bronze,"MAROSI, Adam"
2012,London,Modern Pentathlon,Modern Pentathlon,LTU,Women,Individual,Gold,"ASADAUSKAITE, Laura"
2012,London,Rowing,Rowing,AUS,Women,Single Sculls,Bronze,"CROW, Kim"
2012,London,Rowing,Rowing,CZE,Men,Single Sculls,Silver,"SYNEK, Ondrej"
2012,London,Rowing,Rowing,CZE,Women,Single Sculls,Gold,"KNAPKOVA, Mirka"
2012,London,Rowing,Rowing,DEN,Women,Single Sculls,Silver,"ERICHSEN, Fie Udby"
2012,London,Rowing,Rowing,GBR,Men,Single Sculls,Bronze,"CAMPBELL, Alan"
2012,London,Rowing,Rowing,NZL,Men,Single Sculls,Gold,"DRYSDALE, Mahe"
2012,London,Rowing,Rowing,AUS,Men,Coxless Four,Silver,AUS
2012,London,Rowing,Rowing,AUS,Men,Quadruple Sculls,Bronze,AUS
2012,London,Rowing,Rowing,AUS,Women,Coxless Pair 2-,Silver,AUS
2012,London,Rowing,Rowing,AUS,Women,Double Sculls,Silver,AUS
2012,London,Rowing,Rowing,CAN,Men,Eight With Coxswain,Silver,CAN
2012,London,Rowing,Rowing,CAN,Women,Eight With Coxswain,Silver,CAN
2012,London,Rowing,Rowing,CHN,Women,Lightweight Doubles,Silver,CHN
2012,London,Rowing,Rowing,CRO,Men,Quadruple Sculls,Silver,CRO
2012,London,Rowing,Rowing,DEN,Men,Lightweight 4,Bronze,DEN
2012,London,Rowing,Rowing,DEN,Men,Lightweight Doubles,Gold,DEN
2012,London,Rowing,Rowing,FRA,Men,Coxless Pair 2-,Silver,FRA
2012,London,Rowing,Rowing,GBR,Men,Coxless Four,Gold,GBR
2012,London,Rowing,Rowing,GBR,Men,Coxless Pair 2-,Bronze,GBR
2012,London,Rowing,Rowing,GBR,Men,Eight With Coxswain,Bronze,GBR
2012,London,Rowing,Rowing,GBR,Men,Lightweight 4,Silver,GBR
2012,London,Rowing,Rowing,GBR,Men,Lightweight Doubles,Silver,GBR
2012,London,Rowing,Rowing,GBR,Women,Coxless Pair 2-,Gold,GBR
2012,London,Rowing,Rowing,GBR,Women,Double Sculls,Gold,GBR
2012,London,Rowing,Rowing,GBR,Women,Lightweight Doubles,Gold,GBR
2012,London,Rowing,Rowing,GER,Men,Eight With Coxswain,Gold,GER
2012,London,Rowing,Rowing,GER,Men,Quadruple Sculls,Gold,GER
2012,London,Rowing,Rowing,GER,Women,Quadruple Sculls,Silver,GER
2012,London,Rowing,Rowing,GRE,Women,Lightweight Doubles,Bronze,GRE
2012,London,Rowing,Rowing,ITA,Men,Double Sculls,Silver,ITA
2012,London,Rowing,Rowing,NED,Women,Eight With Coxswain,Bronze,NED
2012,London,Rowing,Rowing,NZL,Men,Coxless Pair 2-,Gold,NZL
2012,London,Rowing,Rowing,NZL,Men,Double Sculls,Gold,NZL
2012,London,Rowing,Rowing,NZL,Men,Lightweight Doubles,Bronze,NZL
2012,London,Rowing,Rowing,NZL,Women,Coxless Pair 2-,Bronze,NZL
2012,London,Rowing,Rowing,POL,Women,Double Sculls,Bronze,POL
2012,London,Rowing,Rowing,RSA,Men,Lightweight 4,Gold,RSA
2012,London,Rowing,Rowing,SLO,Men,Double Sculls,Bronze,SLO
2012,London,Rowing,Rowing,UKR,Women,Quadruple Sculls,Gold,UKR
2012,London,Rowing,Rowing,USA,Men,Coxless Four,Bronze,USA
2012,London,Rowing,Rowing,USA,Women,Eight With Coxswain,Gold,USA
2012,London,Rowing,Rowing,USA,Women,Quadruple Sculls,Bronze,USA
2012,London,Sailing,Sailing,AUS,Men,Laser,Gold,"SLINGSBY, Tom"
2012,London,Sailing,Sailing,BEL,Women,Laser Radial,Bronze,"VAN ACKER, Evi"
2012,London,Sailing,Sailing,CHN,Women,Laser Radial,Gold,"XU, Lijia"
2012,London,Sailing,Sailing,CYP,Men,Laser,Silver,"KONTIDES, Pavlos"
2012,London,Sailing,Sailing,DEN,Men,Finn,Silver,"HOGH-CHRISTENSEN, Jonas"
2012,London,Sailing,Sailing,ESP,Women,Rs:X,Gold,"ALABAU, Marina"
2012,London,Sailing,Sailing,FIN,Women,Rs:X,Silver,"PETAJA, Tuuli"
2012,London,Sailing,Sailing,FRA,Men,Finn,Bronze,"LOBERT, Jonathan"
2012,London,Sailing,Sailing,GBR,Men,Finn,Gold,"AINSLIE, Ben"
2012,London,Sailing,Sailing,GBR,Men,Rs:X,Silver,"DEMPSEY, Nick"
2012,London,Sailing,Sailing,NED,Men,Rs:X,Gold,"VAN RIJSSELBERGE, Dorian"
2012,London,Sailing,Sailing,NED,Women,Laser Radial,Silver,"BOUWMEESTER, Marit"
2012,London,Sailing,Sailing,POL,Men,Rs:X,Bronze,"MIARCZYNSKI, Przemyslaw"
2012,London,Sailing,Sailing,POL,Women,Rs:X,Bronze,"KLEPACKA, Zofia"
2012,London,Sailing,Sailing,SWE,Men,Laser,Bronze,"MYRGREN, Rasmus"
2012,London,Sailing,Sailing,ARG,Men,470,Bronze,ARG
2012,London,Sailing,Sailing,AUS,Men,470,Gold,AUS
2012,London,Sailing,Sailing,AUS,Men,49Er - Skiff,Gold,AUS
2012,London,Sailing,Sailing,AUS,Women,Elliott 6M,Silver,AUS
2012,London,Sailing,Sailing,BRA,Men,Star,Bronze,BRA
2012,London,Sailing,Sailing,DEN,Men,49Er - Skiff,Bronze,DEN
2012,London,Sailing,Sailing,ESP,Women,Elliott 6M,Gold,ESP
2012,London,Sailing,Sailing,FIN,Women,Elliott 6M,Bronze,FIN
2012,London,Sailing,Sailing,GBR,Men,470,Silver,GBR
2012,London,Sailing,Sailing,GBR,Men,Star,Silver,GBR
2012,London,Sailing,Sailing,GBR,Women,470,Silver,GBR
2012,London,Sailing,Sailing,NED,Women,470,Bronze,NED
2012,London,Sailing,Sailing,NZL,Men,49Er - Skiff,Silver,NZL
2012,London,Sailing,Sailing,NZL,Women,470,Gold,NZL
2012,London,Sailing,Sailing,SWE,Men,Star,Gold,SWE
2012,London,Shooting,Shooting,BEL,Men,50M Rifle Prone,Silver,"COX, Lionel"
2012,London,Shooting,Shooting,BLR,Men,50M Rifle Prone,Gold,"MARTYNOV, Sergei"
2012,London,Shooting,Shooting,CHN,Men,25M Rapid Pistol,Bronze,"DING, Feng"
2012,London,Shooting,Shooting,CHN,Men,50M Pistol,Bronze,"WANG, Zhiwei"
2012,London,Shooting,Shooting,CHN,Women,10M Air Pistol,Gold,"GUO, Wenjun"
2012,London,Shooting,Shooting,CHN,Women,10M Air Rifle,Bronze,"YU, Dan"
2012,London,Shooting,Shooting,CHN,Women,10M Air Rifle,Gold,"YI, Siling"
2012,London,Shooting,Shooting,CHN,Women,25M Pistol,Silver,"CHEN, Ying"
2012,London,Shooting,Shooting,CHN,Women,Skeet,Silver,"WEI, Ning"
2012,London,Shooting,Shooting,CRO,Men,Trap,Gold,"CERNOGORAZ, Giovanni"
2012,London,Shooting,Shooting,CUB,Men,25M Rapid Pistol,Gold,"PUPO, Leuris"
2012,London,Shooting,Shooting,CZE,Women,50M Rifle 3 Positions,Bronze,"SYKOROVA, Adela"
2012,London,Shooting,Shooting,DEN,Men,Skeet,Silver,"GOLDING, Anders"
2012,London,Shooting,Shooting,FRA,Women,10M Air Pistol,Silver,"GOBERVILLE, Celine"
2012,London,Shooting,Shooting,FRA,Women,Trap,Bronze,"RACINET, Delphine"
2012,London,Shooting,Shooting,GBR,Men,Double Trap 150,Gold,"WILSON, Peter"
2012,London,Shooting,Shooting,IND,Men,10M Air Rifle,Bronze,"NARANG, Gagan"
2012,London,Shooting,Shooting,IND,Men,25M Rapid Pistol,Silver,"KUMAR, Vijay"
2012,London,Shooting,Shooting,ITA,Men,10M Air Pistol,Silver,"TESCONI, Luca"
2012,London,Shooting,Shooting,ITA,Men,10M Air Rifle,Silver,"CAMPRIANI, Niccolo"
2012,London,Shooting,Shooting,ITA,Men,50M Rifle 3 Positions,Gold,"CAMPRIANI, Niccolo"
2012,London,Shooting,Shooting,ITA,Men,Trap,Silver,"FABBRIZI, Massimo"
2012,London,Shooting,Shooting,ITA,Women,Trap,Gold,"ROSSI, Jessica"
2012,London,Shooting,Shooting,KOR,Men,10M Air Pistol,Gold,"JIN, Jongoh"
2012,London,Shooting,Shooting,KOR,Men,50M Pistol,Gold,"JIN, Jongoh"
2012,London,Shooting,Shooting,KOR,Men,50M Pistol,Silver,"CHOI, Young Rae"
2012,London,Shooting,Shooting,KOR,Men,50M Rifle 3 Positions,Silver,"KIM, Jonghyun"
2012,London,Shooting,Shooting,KOR,Women,25M Pistol,Gold,"KIM, Jangmi"
2012,London,Shooting,Shooting,KUW,Men,Trap,Bronze,"ALDEEHANI, Fehaid"
2012,London,Shooting,Shooting,POL,Women,10M Air Rifle,Silver,"BOGACKA, Sylwia"
2012,London,Shooting,Shooting,QAT,Men,Skeet,Bronze,"AL-ATTIYAH, Nasser"
2012,London,Shooting,Shooting,ROU,Men,10M Air Rifle,Gold,"MOLDOVEANU, Alin George"
2012,London,Shooting,Shooting,RUS,Men,Double Trap 150,Bronze,"MOSIN, Vasily"
2012,London,Shooting,Shooting,SLO,Men,50M Rifle Prone,Bronze,"DEBEVEC, Rajmond"
2012,London,Shooting,Shooting,SRB,Men,10M Air Pistol,Bronze,"ZLATIC, Andrija"
2012,London,Shooting,Shooting,SRB,Women,50M Rifle 3 Positions,Silver,"MAKSIMOVIC, Ivana"
2012,London,Shooting,Shooting,SVK,Women,Skeet,Bronze,"BARTEKOVA, Danka"
2012,London,Shooting,Shooting,SVK,Women,Trap,Silver,"STEFECEKOVA, Zuzana"
2012,London,Shooting,Shooting,SWE,Men,Double Trap 150,Silver,"DAHLBY, Hakan"
2012,London,Shooting,Shooting,UKR,Women,10M Air Pistol,Bronze,"KOSTEVYCH, Olena"
2012,London,Shooting,Shooting,UKR,Women,25M Pistol,Bronze,"KOSTEVYCH, Olena"
2012,London,Shooting,Shooting,USA,Men,50M Rifle 3 Positions,Bronze,"EMMONS, Matthew"
2012,London,Shooting,Shooting,USA,Men,Skeet,Gold,"HANCOCK, Vincent"
2012,London,Shooting,Shooting,USA,Women,50M Rifle 3 Positions,Gold,"GRAY, Jamie Lynn"
2012,London,Shooting,Shooting,USA,Women,Skeet,Gold,"RHODE, Kimberly"
2012,London,Table Tennis,Table Tennis,CHN,Men,Singles,Gold,"ZHANG, Jike"
2012,London,Table Tennis,Table Tennis,CHN,Men,Singles,Silver,"WANG, Hao"
2012,London,Table Tennis,Table Tennis,CHN,Women,Singles,Gold,"LI, Xiaoxia"
2012,London,Table Tennis,Table Tennis,CHN,Women,Singles,Silver,"DING, Ning"
2012,London,Table Tennis,Table Tennis,GER,Men,Singles,Bronze,"OVTCHAROV, Dimitrij"
2012,London,Table Tennis,Table Tennis,SGP,Women,Singles,Bronze,"FENG, Tian Wei"
2012,London,Table Tennis,Table Tennis,CHN,Men,Team,Gold,CHN
2012,London,Table Tennis,Table Tennis,CHN,Women,Team,Gold,CHN
2012,London,Table Tennis,Table Tennis,GER,Men,Team,Bronze,GER
2012,London,Table Tennis,Table Tennis,JPN,Women,Team,Silver,JPN
2012,London,Table Tennis,Table Tennis,KOR,Men,Team,Silver,KOR
2012,London,Table Tennis,Table Tennis,SGP,Women,Team,Bronze,SGP
2012,London,Taekwondo,Taekwondo,AFG,Men,58 - 68 KG,Bronze,"NIKPAI, Rohullah"
2012,London,Taekwondo,Taekwondo,ARG,Men,68 - 80 KG,Gold,"CRISMANICH, Sebastian Eduardo"
2012,London,Taekwondo,Taekwondo,CHN,Men,+ 80 KG,Bronze,"LIU, Xiaobo"
2012,London,Taekwondo,Taekwondo,CHN,Women,- 49 KG,Gold,"WU, Jingyu"
2012,London,Taekwondo,Taekwondo,CHN,Women,49 - 57 KG,Silver,"HOU, Yuzhuo"
2012,London,Taekwondo,Taekwondo,COL,Men,- 58 KG,Bronze,"MUNOZ OVIEDO, Oscar"
2012,London,Taekwondo,Taekwondo,CRO,Women,- 49 KG,Bronze,"ZANINOVIC, Lucija"
2012,London,Taekwondo,Taekwondo,CUB,Men,+ 80 KG,Bronze,"DESPAIGNE, Robelis"
2012,London,Taekwondo,Taekwondo,ESP,Men,- 58 KG,Gold,"GONZALEZ BONILLA, Joel"
2012,London,Taekwondo,Taekwondo,ESP,Men,68 - 80 KG,Silver,"GARCIA HEMME, Nicolas"
2012,London,Taekwondo,Taekwondo,ESP,Women,- 49 KG,Silver,"YAGUE ENRIQUE, Brigitte"
2012,London,Taekwondo,Taekwondo,FRA,Women,+ 67 KG,Silver,"GRAFFE, Anne-Caroline"
2012,London,Taekwondo,Taekwondo,FRA,Women,49 - 57 KG,Bronze,"HARNOIS, Marlene"
2012,London,Taekwondo,Taekwondo,GAB,Men,+ 80 KG,Silver,"OBAME, Anthony"
2012,London,Taekwondo,Taekwondo,GBR,Men,68 - 80 KG,Bronze,"MUHAMMAD, Lutalo"
2012,London,Taekwondo,Taekwondo,GBR,Women,49 - 57 KG,Gold,"JONES, Jade"
2012,London,Taekwondo,Taekwondo,GER,Women,57 - 67 KG,Bronze,"FROMM, Helena"
2012,London,Taekwondo,Taekwondo,IRI,Men,58 - 68 KG,Silver,"BAGHERI MOTAMED, Mohammad"
2012,London,Taekwondo,Taekwondo,ITA,Men,+ 80 KG,Gold,"MOLFETTA, Carlo"
2012,London,Taekwondo,Taekwondo,ITA,Men,68 - 80 KG,Bronze,"SARMIENTO, Mauro"
2012,London,Taekwondo,Taekwondo,KOR,Men,- 58 KG,Silver,"LEE, Daehoon"
2012,London,Taekwondo,Taekwondo,KOR,Women,57 - 67 KG,Gold,"HWANG, Kyung Seon"
2012,London,Taekwondo,Taekwondo,MEX,Women,+ 67 KG,Bronze,"ESPINOZA, Maria del Rosario"
2012,London,Taekwondo,Taekwondo,RUS,Men,- 58 KG,Bronze,"DENISENKO, Alexey"
2012,London,Taekwondo,Taekwondo,RUS,Women,+ 67 KG,Bronze,"BARYSHNIKOVA, Anastasia"
2012,London,Taekwondo,Taekwondo,SRB,Women,+ 67 KG,Gold,"MANDIC, Milica"
2012,London,Taekwondo,Taekwondo,THA,Women,- 49 KG,Bronze,"SONKHAM, Chanatip"
2012,London,Taekwondo,Taekwondo,TPE,Women,49 - 57 KG,Bronze,"TSENG, Li-Cheng"
2012,London,Taekwondo,Taekwondo,TUR,Men,58 - 68 KG,Gold,"TAZEGUL, Servet"
2012,London,Taekwondo,Taekwondo,TUR,Women,57 - 67 KG,Silver,"TATAR, Nur"
2012,London,Taekwondo,Taekwondo,USA,Men,58 - 68 KG,Bronze,"JENNINGS, Terrence"
2012,London,Taekwondo,Taekwondo,USA,Women,57 - 67 KG,Bronze,"MCPHERSON, Paige"
2012,London,Tennis,Tennis,ARG,Men,Singles,Bronze,"DEL POTRO, Juan Martin"
2012,London,Tennis,Tennis,BLR,Men,Mixed Doubles,Gold,"MIRNYI, Max"
2012,London,Tennis,Tennis,BLR,Women,Mixed Doubles,Gold,"AZARENKA, Victoria"
2012,London,Tennis,Tennis,BLR,Women,Singles,Bronze,"AZARENKA, Victoria"
2012,London,Tennis,Tennis,GBR,Men,Mixed Doubles,Silver,"MURRAY, Andy"
2012,London,Tennis,Tennis,GBR,Men,Singles,Gold,"MURRAY, Andy"
2012,London,Tennis,Tennis,GBR,Women,Mixed Doubles,Silver,"ROBSON, Laura"
2012,London,Tennis,Tennis,RUS,Women,Singles,Silver,"SHARAPOVA, Maria"
2012,London,Tennis,Tennis,SUI,Men,Singles,Silver,"FEDERER, Roger"
2012,London,Tennis,Tennis,USA,Men,Mixed Doubles,Bronze,"BRYAN, Mike"
2012,London,Tennis,Tennis,USA,Women,Mixed Doubles,Bronze,"RAYMOND, Lisa"
2012,London,Tennis,Tennis,USA,Women,Singles,Gold,"WILLIAMS, Serena"
2012,London,Tennis,Tennis,CZE,Women,Doubles,Silver,CZE
2012,London,Tennis,Tennis,FRA,Men,Doubles,Bronze,FRA
2012,London,Tennis,Tennis,FRA,Men,Doubles,Silver,FRA
2012,London,Tennis,Tennis,RUS,Women,Doubles,Bronze,RUS
2012,London,Tennis,Tennis,USA,Men,Doubles,Gold,USA
2012,London,Tennis,Tennis,USA,Women,Doubles,Gold,USA
2012,London,Triathlon,Triathlon,AUS,Women,Individual,Bronze,"DENSHAM, Erin"
2012,London,Triathlon,Triathlon,ESP,Men,Individual,Silver,"GOMEZ, Javier"
2012,London,Triathlon,Triathlon,GBR,Men,Individual,Bronze,"BROWNLEE, Jonathan"
2012,London,Triathlon,Triathlon,GBR,Men,Individual,Gold,"BROWNLEE, Alistair"
2012,London,Triathlon,Triathlon,SUI,Women,Individual,Gold,"SPIRIG, Nicola"
2012,London,Triathlon,Triathlon,SWE,Women,Individual,Silver,"NORDEN, Lisa"
2012,London,Volleyball,Beach Volleyball,BRA,Men,Beach Volleyball,Silver,BRA
2012,London,Volleyball,Beach Volleyball,BRA,Women,Beach Volleyball,Bronze,BRA
2012,London,Volleyball,Beach Volleyball,GER,Men,Beach Volleyball,Gold,GER
2012,London,Volleyball,Beach Volleyball,LAT,Men,Beach Volleyball,Bronze,LAT
2012,London,Volleyball,Beach Volleyball,USA,Women,Beach Volleyball,Gold,USA
2012,London,Volleyball,Beach Volleyball,USA,Women,Beach Volleyball,Silver,USA
2012,London,Volleyball,Volleyball,BRA,Men,Volleyball,Silver,BRA
2012,London,Volleyball,Volleyball,BRA,Women,Volleyball,Gold,BRA
2012,London,Volleyball,Volleyball,ITA,Men,Volleyball,Bronze,ITA
2012,London,Volleyball,Volleyball,JPN,Women,Volleyball,Bronze,JPN
2012,London,Volleyball,Volleyball,RUS,Men,Volleyball,Gold,RUS
2012,London,Volleyball,Volleyball,USA,Women,Volleyball,Silver,USA
2012,London,Weightlifting,Weightlifting,AZE,Men,-56KG,Bronze,"HRISTOV, Valentin"
2012,London,Weightlifting,Weightlifting,CAN,Women,63KG,Bronze,"GIRARD, Christine"
2012,London,Weightlifting,Weightlifting,CHN,Men,-56KG,Silver,"WU, Jingbiao"
2012,London,Weightlifting,Weightlifting,CHN,Men,69KG,Gold,"LIN, Qingfeng"
2012,London,Weightlifting,Weightlifting,CHN,Men,77KG,Gold,"LU, Xiaojun"
2012,London,Weightlifting,Weightlifting,CHN,Men,77KG,Silver,"LU, Haojie"
2012,London,Weightlifting,Weightlifting,CHN,Women,+75KG,Gold,"ZHOU, Lulu"
2012,London,Weightlifting,Weightlifting,CHN,Women,48KG,Gold,"WANG, Mingjuan"
2012,London,Weightlifting,Weightlifting,CHN,Women,58KG,Gold,"LI, Xueying"
2012,London,Weightlifting,Weightlifting,CMR,Women,75KG,Bronze,"NZESSO NGAKE, Madias Dodo"
2012,London,Weightlifting,Weightlifting,COL,Men,62KG,Silver,"FIGUEROA MOSQUERA, Oscar Albeiro"
2012,London,Weightlifting,Weightlifting,CUB,Men,77KG,Bronze,"CAMBAR RODRIGUEZ, Ivan"
2012,London,Weightlifting,Weightlifting,EGY,Men,85KG,Bronze,"ABDELAZIM, Tarek Yehia Fouad"
2012,London,Weightlifting,Weightlifting,EGY,Women,75KG,Silver,"ABIR ABDELRAHMAN, Khalil Mahmoud K."
2012,London,Weightlifting,Weightlifting,ESP,Women,75KG,Gold,"VALENTIN PEREZ, Lidia"
2012,London,Weightlifting,Weightlifting,INA,Men,62KG,Bronze,"IRAWAN, Eko Yuli"
2012,London,Weightlifting,Weightlifting,INA,Men,69KG,Silver,"TRIYATNO, Triyatno"
2012,London,Weightlifting,Weightlifting,INA,Women,53KG,Silver,"FEBRIANTI, Citra"
2012,London,Weightlifting,Weightlifting,IRI,Men,+105KG,Gold,"SALIMIKORDASIABI, Behdad"
2012,London,Weightlifting,Weightlifting,IRI,Men,+105KG,Silver,"ANOUSHIRAVANI HAMLABAD, Sajjad"
2012,London,Weightlifting,Weightlifting,IRI,Men,105KG,Silver,"NASIRSHELAL, Navab"
2012,London,Weightlifting,Weightlifting,IRI,Men,85KG,Silver,"ROSTAMI, Kianoush"
2012,London,Weightlifting,Weightlifting,IRI,Men,94KG,Gold,"MOHAMMADPOURKARKARAGH, Saeid"
2012,London,Weightlifting,Weightlifting,JPN,Women,48KG,Silver,"MIYAKE, Hiromi"
2012,London,Weightlifting,Weightlifting,KAZ,Women,69KG,Bronze,"NURMUKHAMBETOVA, Anna"
2012,London,Weightlifting,Weightlifting,KOR,Men,94KG,Bronze,"KIM, Minjae"
2012,London,Weightlifting,Weightlifting,KOR,Women,+75KG,Bronze,"JANG, Mi-ran"
2012,London,Weightlifting,Weightlifting,POL,Men,105KG,Bronze,"BONK, Bartlomiej"
2012,London,Weightlifting,Weightlifting,POL,Men,85KG,Gold,"ZIELINSKI, Adrian Edward"
2012,London,Weightlifting,Weightlifting,PRK,Men,-56KG,Gold,"OM, Yun Chol"
2012,London,Weightlifting,Weightlifting,PRK,Men,62KG,Gold,"KIM, Un Guk"
2012,London,Weightlifting,Weightlifting,PRK,Women,48KG,Bronze,"RYANG, Chun Hwa"
2012,London,Weightlifting,Weightlifting,PRK,Women,69KG,Gold,"RIM, Jong Sim"
2012,London,Weightlifting,Weightlifting,ROU,Men,69KG,Bronze,"MARTIN, Razvan Constantin"
2012,London,Weightlifting,Weightlifting,ROU,Women,69KG,Silver,"COCOS, Roxana Daniela"
2012,London,Weightlifting,Weightlifting,RUS,Men,+105KG,Bronze,"ALBEGOV, Ruslan"
2012,London,Weightlifting,Weightlifting,RUS,Women,+75KG,Silver,"KASHIRINA, Tatiana"
2012,London,Weightlifting,Weightlifting,RUS,Women,63KG,Silver,"TSARUKAEVA, Svetlana"
2012,London,Weightlifting,Weightlifting,THA,Women,58KG,Bronze,"GULNOI, Rattikan"
2012,London,Weightlifting,Weightlifting,THA,Women,58KG,Silver,"SIRIKAEW, Pimsiri"
2012,London,Weightlifting,Weightlifting,TPE,Women,53KG,Gold,"HSU, Shu-Ching"
2012,London,Weightlifting,Weightlifting,UKR,Men,105KG,Gold,"TOROKHTIY, Oleksiy"
2012,London,Weightlifting,Weightlifting,UKR,Women,53KG,Bronze,"PARATOVA, Iulia"
2012,London,Wrestling,Wrestling Freestyle,ARM,Men,Wg 74 KG,Silver,"JULFALAKYAN, Arsen"
2012,London,Wrestling,Wrestling Freestyle,ARM,Men,Wg 96 KG,Bronze,"ALEKSANYAN, Artur"
